GAME_ID,GAME_DATE,TEAM_ID,PTS
1522400009,2024-07-13,1610612766,94
1522400009,2024-07-13,1610612752,90
1522400013,2024-07-13,1610612757,77
1522400011,2024-07-13,1610612765,81
1522400013,2024-07-13,1610612759,83
1022400137,2024-07-13,1611661313,81
1522400015,2024-07-13,1610612744,90
1022400137,2024-07-13,1611661329,67
1022400138,2024-07-13,1611661320,87
1022400138,2024-07-13,1611661321,81
1522400008,2024-07-13,1610612741,96
1522400012,2024-07-13,1610612760,69
1522400015,2024-07-13,1610612756,73
1522400008,2024-07-13,1610612749,89
1522400007,2024-07-12,1610612743,78
1522400005,2024-07-12,1610612754,95
1522400007,2024-07-12,1610612746,88
1522400006,2024-07-12,1610612764,94
1522400003,2024-07-12,1610612763,103
1522400006,2024-07-12,1610612737,88
1022400136,2024-07-12,1611661328,91
1022400136,2024-07-12,1611661324,63
1522400001,2024-07-12,1610612753,106
1522400005,2024-07-12,1610612751,97
1522400003,2024-07-12,1610612758,83
1022400134,2024-07-12,1611661330,70
1522400002,2024-07-12,1610612740,74
1522400002,2024-07-12,1610612750,81
1022400135,2024-07-12,1611661317,86
1022400134,2024-07-12,1611661319,84
1522400001,2024-07-12,1610612739,79
1522400004,2024-07-12,1610612747,80
1022400135,2024-07-12,1611661325,95
1522400004,2024-07-12,1610612745,99
1022400133,2024-07-11,1611661313,91
1022400133,2024-07-11,1611661329,76
1622400006,2024-07-10,1610612755,85
1322400011,2024-07-10,1610612747,67
1022400128,2024-07-10,1611661313,71
1022400130,2024-07-10,1611661330,69
1622400005,2024-07-10,1610612763,77
1022400131,2024-07-10,1611661328,79
1022400128,2024-07-10,1611661323,68
1322400012,2024-07-10,1810612758,90
1322400011,2024-07-10,1610612747,9
1622400005,2024-07-10,1610612760,80
1322400011,2024-07-10,1610612748,80
1322400012,2024-07-10,1610612744,91
1022400132,2024-07-10,1611661317,100
1022400132,2024-07-10,1611661321,84
1022400129,2024-07-10,1611661325,84
1022400130,2024-07-10,1611661329,78
1622400006,2024-07-10,1610612762,93
1022400129,2024-07-10,1611661322,89
1022400131,2024-07-10,1611661319,84
1622400003,2024-07-09,1610612755,85
1622400003,2024-07-09,1610612763,87
1322400009,2024-07-09,45,67
1622400004,2024-07-09,1610612762,75
1322400010,2024-07-09,1710612758,19
1622400004,2024-07-09,1610612760,98
1322400010,2024-07-09,1710612758,63
1322400009,2024-07-09,1610612759,89
1022400127,2024-07-09,1611661324,82
1322400010,2024-07-09,1610612766,86
1022400127,2024-07-09,1611661320,67
1622400001,2024-07-08,1610612755,102
1622400001,2024-07-08,1610612760,92
1622400002,2024-07-08,1610612762,97
1622400002,2024-07-08,1610612763,95
1322400005,2024-07-07,1610612748,102
1322400006,2024-07-07,1610612744,92
1322400007,2024-07-07,45,62
1322400008,2024-07-07,1710612758,13
1022400124,2024-07-07,1611661321,85
1022400126,2024-07-07,1611661317,84
1022400124,2024-07-07,1611661319,104
1022400125,2024-07-07,1611661329,71
1022400123,2024-07-07,1611661323,80
1322400005,2024-07-07,1810612758,86
1022400123,2024-07-07,1611661330,67
1022400125,2024-07-07,1611661328,84
1322400006,2024-07-07,1610612747,68
1322400008,2024-07-07,1610612759,59
1022400126,2024-07-07,1611661320,78
1322400008,2024-07-07,1710612758,72
1322400007,2024-07-07,1610612766,93
1322400004,2024-07-06,45,50
1322400004,2024-07-06,1710612758,85
1322400001,2024-07-06,1610612747,79
1322400003,2024-07-06,1610612759,65
1322400003,2024-07-06,1610612766,97
1022400122,2024-07-06,1611661324,74
1322400002,2024-07-06,1610612748,66
1322400004,2024-07-06,1710612758,16
1022400121,2024-07-06,1611661313,78
1322400002,2024-07-06,1610612744,105
1322400001,2024-07-06,1810612758,108
1022400121,2024-07-06,1611661325,83
1322400001,2024-07-06,1610612747,15
1022400122,2024-07-06,1611661322,67
1022400119,2024-07-05,1611661320,98
1022400119,2024-07-05,1611661319,93
1022400120,2024-07-05,1611661329,88
1022400118,2024-07-05,1611661321,85
